Proteome Id,Organism,Organism Id,Protein count,CPD,Taxon mnemonic,Components,Genome assembly ID,Genome representation,Complete,Single,Double,Fragmented,Missing,Count,Taxonomy_Root,Taxonomy_Domain,Taxonomy_Clade1,Taxonomy_Phylum,Taxonomy_Clade2,Taxonomy_Class,Taxonomy_Order,Taxonomy_Family,Taxonomy_Genus,Taxonomy_Species,Taxonomy_Level_11
UP000324021,Natrinema hispanicum,392421,4118,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_900101245.1,full,98.5,97.2,1.2,0.1,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
UP000326207,Halosegnis rubeus,2212850,2485,Unknown,9EURY,Unassembled WGS sequence,GCA_009184555.1,full,98.5,98.3,0.1,0.0,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,,
UP000326244,Haloarcula hispanica,51589,3741,Close to standard (high value),HALHI,Unassembled WGS sequence,GCA_008729095.1,full,100.0,99.8,0.2,0.0,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP000608850,Halarchaeum nitratireducens,489913,3221,Unknown,9EURY,Unassembled WGS sequence,GCA_014647155.1,full,96.8,95.8,1.0,0.3,2.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,
UP000628840,Halarchaeum grantii,1193105,3116,Unknown,9EURY,Unassembled WGS sequence,GCA_014647455.2,full,97.6,96.6,1.0,0.0,2.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,
UP000656367,Haloarcula argentinensis,43776,3827,Unknown,HALAR,Unassembled WGS sequence,GCA_014647095.1,full,98.6,97.8,0.8,0.1,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP000728647,Haloterrigena gelatinilytica,2741724,4602,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_013342135.1,full,98.9,96.0,2.9,0.1,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,,
UP000765891,Halarchaeum rubridurum,489911,2907,Unknown,9EURY,Unassembled WGS sequence,GCA_017873775.1,full,97.1,95.7,1.4,0.2,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,
UP001209746,Halapricum hydrolyticum,2979991,3297,Unknown,9EURY,Unassembled WGS sequence,GCA_025517565.1,full,96.2,94.7,1.5,0.2,3.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,,
UP001321018,Natronoglomus mannanivorans,2979990,5037,Unknown,9EURY,Unassembled WGS sequence,GCA_025517495.1,full,98.5,96.6,1.9,0.1,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronoglomus,,
UP001589595,Halobaculum roseum,2175149,3670,Unknown,9EURY,Unassembled WGS sequence,GCA_042429545.1,full,98.6,97.6,1.0,0.1,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,,
UP001595660,Halobacterium litoreum,2039234,2920,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042647965.1,full,99.3,99.1,0.2,0.0,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,
UP001595821,Natribaculum luteum,1586232,4355,Unknown,9EURY,Unassembled WGS sequence,GCA_042651585.1,full,99.2,97.6,1.7,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natribaculum,,
UP001595846,Halovivax cerinus,1487865,3612,Unknown,9EURY,Unassembled WGS sequence,GCA_042650185.1,full,96.0,95.7,0.3,0.2,3.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,,
UP001595898,Halosolutus amylolyticus,2932267,4414,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042654825.1,full,99.2,96.9,2.3,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halosolutus,,
UP001595921,Halobium salinum,1364940,4334,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042651865.1,full,99.6,98.7,0.9,0.0,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobium,,
UP001595925,Saliphagus infecundisoli,1849069,4417,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042652265.1,full,98.0,96.0,2.0,0.0,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Saliphagus,,
UP001595945,Halorussus aquaticus,2953748,4522,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042653245.1,full,99.2,97.6,1.7,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,,
UP001596099,Halomarina salina,1872699,4316,Unknown,9EURY,Unassembled WGS sequence,GCA_042658425.1,full,98.9,98.2,0.7,0.1,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,,
UP001596118,Halorubrum rubrum,1126240,3113,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042657525.1,full,97.3,96.7,0.7,0.4,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001596145,Halorubrum glutamatedens,2707018,3491,Unknown,9EURY,Unassembled WGS sequence,GCA_042657325.1,full,97.3,96.2,1.1,0.3,2.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001596201,Salinirubrum litoreum,1126234,3910,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042657545.1,full,98.7,97.9,0.8,0.2,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Salinirubrum,,
UP001596296,Halopenitus salinus,1198295,2906,Unknown,9EURY,Unassembled WGS sequence,GCA_042662125.1,full,97.2,96.2,1.0,0.2,2.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,,
UP001596312,Halalkalicoccus tibetensis,175632,3683,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042662025.1,full,98.5,97.1,1.3,0.0,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,,
UP001596333,Halorubrum trueperi,2004704,3577,Unknown,9EURY,Unassembled WGS sequence,GCA_042662525.1,full,97.8,96.1,1.7,0.2,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001596388,Halobaculum marinum,3031996,3367,Standard,9EURY,Unassembled WGS sequence,GCA_042663245.1,full,98.7,98.0,0.7,0.0,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,,
UP001596390,Halorubrum yunnanense,1526162,3077,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042663285.1,full,97.7,96.9,0.8,0.3,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001596395,Halorubellus litoreus,755308,4335,Unknown,9EURY,Unassembled WGS sequence,GCA_042662365.1,full,99.8,99.1,0.7,0.0,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Halorubellus,,
UP001596398,Halosegnis marinus,3034023,2932,Unknown,9EURY,Unassembled WGS sequence,GCA_042663465.1,full,98.6,97.3,1.2,0.0,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,,
UP001596406,Halomarina ordinaria,3033939,3649,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042662245.1,full,99.0,97.5,1.5,0.0,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,,
UP001596408,Halopelagius fulvigenes,1198324,3840,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042662625.1,full,99.1,98.2,0.9,0.0,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,,
UP001596414,Halovenus rubra,869890,3356,Standard,9EURY,Unassembled WGS sequence,GCA_042663145.1,full,97.2,95.7,1.5,0.1,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,,
UP001596432,Halosimplex aquaticum,3026162,4928,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042663565.1,full,98.9,96.5,2.4,0.0,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,,
UP001596434,Haloplanus litoreus,767515,3580,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042663605.1,full,98.5,95.6,2.9,0.0,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,,
UP001596443,Halobaculum halobium,3032281,3331,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042661885.1,full,95.7,92.1,3.5,0.1,4.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,,
UP001596447,Halospeciosus flavus,3032283,3757,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042663645.1,full,97.8,95.0,2.8,0.0,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halospeciosus,,
UP001596460,Haloferax chudinovii,1109010,3731,Unknown,9EURY,Unassembled WGS sequence,GCA_042663345.1,full,99.4,98.1,1.3,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP001596461,Halobaculum lipolyticum,3032001,3462,Standard,9EURY,Unassembled WGS sequence,GCA_042663365.1,full,98.5,98.1,0.3,0.1,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,,
UP001596481,Haloferax namakaokahaiae,1748331,3567,Unknown,9EURY,Unassembled WGS sequence,GCA_042663225.1,full,99.2,98.8,0.4,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP001596545,Halorubrum rutilum,1364933,3152,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042665015.1,full,97.7,97.1,0.6,0.6,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001596547,Halomarina halobia,3033386,4080,Unknown,9EURY,Unassembled WGS sequence,GCA_042664745.1,full,98.6,97.2,1.3,0.1,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,,
UP001597034,Haloarchaeobius litoreus,755306,4024,Unknown,9EURY,Unassembled WGS sequence,GCA_042677925.1,full,99.3,98.9,0.4,0.2,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Haloarchaeobius,,
UP001597052,Halohasta litorea,869891,3806,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042677985.1,full,97.6,95.5,2.1,0.1,2.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,,
UP001597075,Haloplanus ruber,869892,3321,Unknown,9EURY,Unassembled WGS sequence,GCA_042678025.1,full,96.2,95.7,0.6,0.7,3.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,,
UP001597076,Haloarchaeobius amylolyticus,1198296,3908,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042678045.1,full,98.5,96.8,1.7,0.1,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Haloarchaeobius,,
UP001597085,Halobellus rarus,1126237,3754,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042677905.1,full,95.9,95.1,0.8,0.9,3.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,,
UP001597092,Halobellus litoreus,755310,3657,Unknown,9EURY,Unassembled WGS sequence,GCA_042678065.1,full,97.5,96.5,1.0,0.1,2.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,,
UP001597119,Halorientalis brevis,1126241,4176,Unknown,9EURY,Unassembled WGS sequence,GCA_042678165.1,full,99.4,98.9,0.6,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,,
UP001597139,Halolamina litorea,1515593,3125,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042678245.1,full,94.2,93.0,1.2,1.2,4.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,,
UP001597185,Halorubrum laminariae,1433523,3518,Standard,9EURY,Unassembled WGS sequence,GCA_042677845.1,full,96.0,94.6,1.4,0.8,3.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001597187,Halomarina rubra,2071873,4186,Unknown,9EURY,Unassembled WGS sequence,GCA_042677885.1,full,98.3,97.6,0.8,0.4,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,,
UP000053318,Natrinema mahii,1416969,3790,Unknown,9EURY,Unassembled WGS sequence,GCA_000690595.2,full,99.6,99.2,0.4,0.2,0.2,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
UP000296797,Natrinema thermotolerans,121872,4000,Unknown,9EURY,Plasmid unnamed1; Plasmid unnamed6; Plasmid unnamed5; Plasmid unnamed3; Chromosome; Plasmid unnamed4; Plasmid unnamed2,GCA_004799625.1,full,99.2,81.4,17.8,0.1,0.7,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
UP000502121,Halogeometricum borinquense,60847,2763,Unknown,9EURY,Chromosome,GCA_011765365.1,full,99.1,98.9,0.2,0.0,0.9,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,,
UP001139329,Natrinema longum,370324,3892,Unknown,9EURY,Unassembled WGS sequence,GCA_020105915.1,full,99.7,99.3,0.4,0.1,0.1,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
UP001157945,Halobellus salinus,931585,2979,Unknown,9EURY,Unassembled WGS sequence,GCA_900182765.1,full,97.7,97.5,0.2,0.0,2.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,,
UP001200436,Halorubrum lacusprofundi,2247,3417,Unknown,9EURY,Unassembled WGS sequence,GCA_021965275.1,full,97.6,95.7,1.9,0.2,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001430914,Haloarcula pellucida,1427151,3969,Unknown,9EURY,Unassembled WGS sequence,GCA_019599515.1,full,99.9,99.0,0.9,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP001431046,Haloarcula salinisoli,2487746,4096,Unknown,9EURY,Unassembled WGS sequence,GCA_019599485.1,full,99.7,98.6,1.1,0.0,0.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP001500586,Halobacterium noricense,223182,12531,Unknown,9EURY,Unassembled WGS sequence,GCA_039520945.1,full,99.9,1.9,98.0,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,
UP001501723,Halorubrum aquaticum,387340,3244,Unknown,9EURY,Unassembled WGS sequence,GCA_039522545.1,full,97.6,97.0,0.6,0.6,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001567573,Halorubrum miltondacostae,3076378,3743,Unknown,9EURY,Unassembled WGS sequence,GCA_041379825.1,full,97.6,96.1,1.4,0.4,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001595759,Haloarchaeobius iranensis,996166,3753,Unknown,9EURY,Unassembled WGS sequence,GCA_042651705.1,full,99.3,99.0,0.3,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Haloarchaeobius,,
UP001596040,Halorussus aquaticus,2953748,4582,Unknown,9EURY,Unassembled WGS sequence,GCA_042653805.1,full,99.2,97.3,1.9,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,,
UP001596350,Halobium salinum,1364940,4334,Unknown,9EURY,Unassembled WGS sequence,GCA_042663265.1,full,99.4,98.6,0.9,0.0,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobium,,
UP001596376,Salinirubellus salinus,1364945,4352,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042663705.1,full,99.2,97.7,1.5,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Salinirubellus,,
UP001596426,Halopenitus salinus,1198295,2896,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042661185.1,full,97.2,93.3,4.0,0.2,2.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,,
UP001596452,Halomarina halobia,3033386,4130,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042663765.1,full,98.6,96.3,2.2,0.1,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,,
UP001596474,Salinirubellus salinus,1364945,4305,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042664645.1,full,99.2,97.9,1.3,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Salinirubellus,,
UP001597035,Haloplanus litoreus,767515,3426,Unknown,9EURY,Unassembled WGS sequence,GCA_042677945.1,full,96.5,96.1,0.3,0.9,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,,
UP001597072,Halolamina salifodinae,1202767,2832,Outlier (low value),9EURY,Unassembled WGS sequence,GCA_042677965.1,full,94.9,94.1,0.8,0.9,4.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,,
UP001597388,Haloarchaeobius iranensis,996166,3806,Unknown,9EURY,Unassembled WGS sequence,GCA_042683225.1,full,99.3,95.7,3.7,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Haloarchaeobius,,
UP001339184,Haloarculaceae archaeon,2497615,3141,Unknown,9EURY,Unassembled WGS sequence,GCA_036625595.1,full,92.7,92.1,0.6,2.3,5.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,unclassified Haloarculaceae,,
UP000198297,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3622,Unknown,HALEZ,Unassembled WGS sequence,GCA_900188075.1,full,99.7,99.1,0.6,0.0,0.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP000215731,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3194,Unknown,HALEZ,Unassembled WGS sequence,GCA_002252805.1,full,95.3,94.8,0.5,1.1,3.7,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP000216925,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3059,Unknown,HALEZ,Unassembled WGS sequence,GCA_002252875.1,full,98.2,97.9,0.3,0.6,1.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP000293073,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3417,Standard,HALEZ,Plasmid megaplasmid; Chromosome; Plasmid unnamed1,GCA_004126515.1,full,97.7,96.9,0.8,0.3,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP000465667,Haloferax volcanii (Halobacterium volcanii),2246,3586,Unknown,HALVO,Chromosome,GCA_010692905.1,full,96.6,96.4,0.2,0.0,3.4,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000619835,Haloferax volcanii (Halobacterium volcanii),2246,3554,Close to standard (high value),HALVO,Unassembled WGS sequence,GCA_012726105.1,full,99.2,97.6,1.7,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000182573,Haloarcula vallismortis (Halobacterium vallismortis),28442,4003,Unknown,HALVA,Unassembled WGS sequence,GCA_900106715.1,full,99.7,99.4,0.2,0.1,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP000216409,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3485,Unknown,HALEZ,Unassembled WGS sequence,GCA_002252725.1,full,96.2,95.7,0.5,1.2,2.7,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP000216758,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3339,Unknown,HALEZ,Unassembled WGS sequence,GCA_002252835.1,full,97.4,96.9,0.5,0.5,2.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP000676028,Haloferax volcanii (Halobacterium volcanii),2246,3861,Unknown,HALVO,Unassembled WGS sequence,GCA_018419995.1,full,99.2,97.6,1.7,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000678484,Haloferax volcanii (Halobacterium volcanii),2246,3859,Outlier (high value),HALVO,Unassembled WGS sequence,GCA_018420015.1,full,99.2,97.6,1.7,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000679371,Haloferax volcanii (Halobacterium volcanii),2246,3864,Outlier (high value),HALVO,Unassembled WGS sequence,GCA_018420055.1,full,99.3,97.7,1.7,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000679789,Haloferax volcanii (Halobacterium volcanii),2246,3855,Unknown,HALVO,Unassembled WGS sequence,GCA_018420065.1,full,99.1,97.5,1.7,0.1,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
